id,color_image,thermal_image,hotspot_id,hotspot_type,species_id,species_confidence,fog,thermal_x,thermal_y,color_left,color_top,color_right,color_bottom,updated_left,updated_top,updated_right,updated_bottom,updated,status
-1,CHESS2016_N94S_FL12_P__20160422012528.527GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422012528.527GMT_THERM-16BIT.PNG,251329.0,Animal,Bearded Seal,Likely,No,439,222,4360,1355,4872,1867,4569,1631,4663,1696,True,none
-1,CHESS2016_N94S_FL12_P__20160422013204.255GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013204.255GMT_THERM-16BIT.PNG,251331.0,Duplicate,Ringed Seal,100%,No,335,69,3122,-236,3634,276,3358,0,3392,58,True,none
-1,CHESS2016_N94S_FL12_P__20160422013205.290GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013205.290GMT_THERM-16BIT.PNG,251332.0,Animal,Ringed Seal,100%,No,336,376,3109,2991,3621,3503,3348,3220,3381,3282,True,none
-1,CHESS2016_N94S_FL12_P__20160422013211.292GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013211.292GMT_THERM-16BIT.PNG,251335.0,Animal,Ringed Seal,Likely,No,464,376,4665,3315,5177,3827,4889,3560,4923,3607,True,none
-1,CHESS2016_N94S_FL12_P__20160422013235.084GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013235.084GMT_THERM-16BIT.PNG,251337.0,Animal,Ringed Seal,100%,No,347,372,3155,2908,3667,3420,3439,3155,3499,3199,True,none
-1,CHESS2016_N94S_FL12_P__20160422013453.054GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013453.054GMT_THERM-16BIT.PNG,251338.0,Animal,Ringed Seal,100%,No,192,113,1385,312,1897,824,1621,531,1656,589,True,none
-1,CHESS2016_N94S_FL12_P__20160422013501.262GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013501.262GMT_THERM-16BIT.PNG,251340.0,Animal,Bearded Seal,Likely,No,139,194,767,1074,1279,1586,944,1235,1024,1314,True,none
-1,CHESS2016_N94S_FL12_P__20160422013501.262GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013501.262GMT_THERM-16BIT.PNG,251341.0,Animal,Bearded Seal,100%,No,154,179,934,905,1446,1417,1136,1148,1260,1212,True,none
-1,CHESS2016_N94S_FL12_P__20160422013527.290GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013526.567GMT_THERM-16BIT.PNG,251342.0,Animal,Ringed Seal,100%,No,95,55,193,1888,705,2400,430,2116,466,2171,True,none
-1,CHESS2016_N94S_FL12_P__20160422013607.345GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013607.345GMT_THERM-16BIT.PNG,251343.0,Animal,Ringed Seal,100%,No,179,135,1224,525,1736,1037,1450,765,1514,807,True,none
-1,CHESS2016_N94S_FL12_P__20160422013608.375GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013608.375GMT_THERM-16BIT.PNG,251344.0,Duplicate,Ringed Seal,100%,No,188,422,1355,3765,1867,4277,1505,3998,1570,4035,True,none
-1,CHESS2016_N94S_FL12_P__20160422013711.081GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013710.208GMT_THERM-16BIT.PNG,251345.0,Animal,Ringed Seal,100%,No,330,54,3053,1355,3565,1867,3284,1602,3338,1653,True,none
-1,CHESS2016_N94S_FL12_P__20160422013925.747GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422013925.747GMT_THERM-16BIT.PNG,251346.0,Animal,Ringed Seal,Likely,No,489,163,4992,944,5504,1456,5221,1158,5249,1217,True,none
-1,CHESS2016_N94S_FL12_P__20160422014115.962GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422014115.144GMT_THERM-16BIT.PNG,251347.0,Animal,Ringed Seal,100%,No,76,50,19,1718,531,2230,249,1973,314,2014,True,none
-1,CHESS2016_N94S_FL12_P__20160422014227.864GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422014227.864GMT_THERM-16BIT.PNG,251348.0,Animal,Ringed Seal,100%,No,329,126,3028,404,3540,916,3273,618,3308,699,True,none
-1,CHESS2016_N94S_FL12_P__20160422014252.370GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_P__20160422014252.370GMT_THERM-16BIT.PNG,251349.0,Animal,Ringed Seal,100%,No,394,107,3849,37,4361,549,4067,250,4124,318,True,none
-1,CHESS2016_N94S_FL12_S__20160421212251.609GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421212251.609GMT_THERM-16BIT.PNG,78109.0,Animal,Ringed Seal,100%,No,295,47,2676,-39,3188,473,2913,241,2957,293,True,none
-1,CHESS2016_N94S_FL12_S__20160421212556.475GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421212556.475GMT_THERM-16BIT.PNG,78110.0,Animal,Ringed Seal,100%,No,336,86,3216,336,3728,848,3470,587,3518,639,True,none
-1,CHESS2016_N94S_FL12_S__20160421212600.021GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421212600.021GMT_THERM-16BIT.PNG,78112.0,Animal,Ringed Seal,100%,No,149,143,1268,934,1780,1446,1513,1151,1564,1209,True,none
-1,CHESS2016_N94S_FL12_S__20160421212830.941GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421212830.941GMT_THERM-16BIT.PNG,78136.0,Animal,Ringed Seal,100%,No,486,449,4897,3968,5409,4480,5107,4241,5163,4277,True,none
-1,CHESS2016_N94S_FL12_S__20160421212915.103GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421212915.103GMT_THERM-16BIT.PNG,78137.0,Animal,Ringed Seal,100%,No,162,222,1398,1747,1910,2259,1637,1994,1668,2054,True,none
-1,CHESS2016_N94S_FL12_S__20160421213225.771GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421213225.771GMT_THERM-16BIT.PNG,78138.0,Animal,Ringed Seal,100%,No,323,335,3140,2603,3652,3115,3374,2851,3421,2897,True,none
-1,CHESS2016_N94S_FL12_S__20160421213559.246GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421213559.246GMT_THERM-16BIT.PNG,78139.0,Animal,Ringed Seal,100%,No,544,296,5434,2458,5946,2970,5660,2704,5710,2766,True,none
-1,CHESS2016_N94S_FL12_S__20160421213607.697GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421213607.697GMT_THERM-16BIT.PNG,78140.0,Animal,Ringed Seal,100%,No,401,368,3953,3010,4465,3522,4167,3265,4232,3297,True,none
-1,CHESS2016_N94S_FL12_S__20160421213902.453GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421213902.453GMT_THERM-16BIT.PNG,78141.0,Animal,Ringed Seal,100%,No,356,276,3431,2342,3943,2854,3655,2578,3697,2628,True,none
-1,CHESS2016_N94S_FL12_S__20160421214008.189GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421214008.189GMT_THERM-16BIT.PNG,78142.0,Animal,Ringed Seal,100%,No,342,251,3257,1877,3769,2389,3529,2077,3556,2128,True,none
-1,CHESS2016_N94S_FL12_S__20160421214248.211GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421214247.387GMT_THERM-16BIT.PNG,78143.0,Animal,Ringed Seal,100%,No,54,14,324,2226,836,2738,550,2507,608,2545,True,none
-1,CHESS2016_N94S_FL12_S__20160421214400.926GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421214400.926GMT_THERM-16BIT.PNG,78144.0,Animal,Ringed Seal,Likely,No,137,169,1050,1268,1562,1780,1266,1516,1297,1580,True,none
-1,CHESS2016_N94S_FL12_S__20160421214405.137GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421214405.137GMT_THERM-16BIT.PNG,78145.0,Animal,Ringed Seal,100%,No,555,77,5361,135,5873,647,5559,383,5624,424,True,none
-1,CHESS2016_N94S_FL12_S__20160421214536.408GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421214536.408GMT_THERM-16BIT.PNG,78146.0,Animal,Ringed Seal,100%,No,450,58,4273,77,4785,589,4535,300,4569,356,True,none
-1,CHESS2016_N94S_FL12_S__20160421214844.931GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421214844.931GMT_THERM-16BIT.PNG,78150.0,Animal,Ringed Seal,100%,No,218,213,1819,1747,2331,2259,2033,1981,2096,2032,True,none
-1,CHESS2016_N94S_FL12_S__20160421214936.650GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421214936.650GMT_THERM-16BIT.PNG,78151.0,Animal,Ringed Seal,100%,No,521,148,4940,1006,5452,1518,5185,1239,5233,1311,True,none
-1,CHESS2016_N94S_FL12_S__20160421214940.561GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421214940.561GMT_THERM-16BIT.PNG,78152.0,Animal,Ringed Seal,100%,No,237,37,2023,-24,2535,488,2238,195,2297,241,True,none
-1,CHESS2016_N94S_FL12_S__20160421215244.270GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421215244.270GMT_THERM-16BIT.PNG,78154.0,Animal,Ringed Seal,100%,No,99,132,614,977,1126,1489,858,1174,923,1226,True,none
-1,CHESS2016_N94S_FL12_S__20160421215701.300GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421215701.300GMT_THERM-16BIT.PNG,78155.0,Animal,Ringed Seal,100%,No,177,414,1485,3852,1997,4364,1667,4110,1720,4140,True,none
-1,CHESS2016_N94S_FL12_S__20160421215903.359GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421215903.359GMT_THERM-16BIT.PNG,78156.0,Animal,Ringed Seal,100%,No,97,190,600,1544,1112,2056,848,1773,897,1822,True,none
-1,CHESS2016_N94S_FL12_S__20160421220150.572GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421220150.572GMT_THERM-16BIT.PNG,78157.0,Animal,Ringed Seal,100%,No,204,100,1892,585,2404,1097,2134,807,2161,859,True,none
-1,CHESS2016_N94S_FL12_S__20160421220151.291GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421220151.291GMT_THERM-16BIT.PNG,78158.0,Duplicate,Ringed Seal,100%,No,118,383,1050,3460,1562,3972,1313,3687,1340,3741,True,none
-1,CHESS2016_N94S_FL12_S__20160421220154.159GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421220154.159GMT_THERM-16BIT.PNG,78160.0,Animal,Ringed Seal,100%,No,128,262,1224,2197,1736,2709,1490,2441,1542,2487,True,none
-1,CHESS2016_N94S_FL12_S__20160421220312.527GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421220312.527GMT_THERM-16BIT.PNG,78161.0,Animal,Ringed Seal,100%,No,154,106,1340,440,1852,952,1565,682,1620,713,True,none
-1,CHESS2016_N94S_FL12_S__20160421220442.912GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421220442.912GMT_THERM-16BIT.PNG,78162.0,Animal,Ringed Seal,100%,No,169,140,1515,745,2027,1257,1749,1020,1808,1054,True,none
-1,CHESS2016_N94S_FL12_S__20160421220653.009GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421220653.009GMT_THERM-16BIT.PNG,78163.0,Animal,Ringed Seal,100%,No,75,245,556,1906,1068,2418,797,2143,830,2208,True,none
-1,CHESS2016_N94S_FL12_S__20160421220934.188GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421220934.188GMT_THERM-16BIT.PNG,78167.0,Animal,Ringed Seal,100%,No,252,78,2362,316,2874,828,2597,574,2655,616,True,none
-1,CHESS2016_N94S_FL12_S__20160421220934.188GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421220935.253GMT_THERM-16BIT.PNG,78168.0,Duplicate,Ringed Seal,100%,No,193,479,2371,295,2883,807,2582,536,2645,576,True,none
-1,CHESS2016_N94S_FL12_S__20160421221022.450GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421221022.450GMT_THERM-16BIT.PNG,78169.0,Animal,Ringed Seal,100%,No,416,258,4026,2081,4538,2593,4310,2305,4346,2375,True,none
-1,CHESS2016_N94S_FL12_S__20160421221059.369GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421221059.369GMT_THERM-16BIT.PNG,78170.0,Animal,Ringed Seal,100%,No,187,180,1749,1149,2261,1661,1959,1422,2003,1479,True,none
-1,CHESS2016_N94S_FL12_S__20160421221100.192GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421221100.192GMT_THERM-16BIT.PNG,78171.0,Duplicate,Ringed Seal,100%,No,135,468,1210,3968,1722,4480,1460,4206,1498,4267,True,none
-1,CHESS2016_N94S_FL12_S__20160421221955.703GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421221955.230GMT_THERM-16BIT.PNG,78347.0,Animal,Ringed Seal,100%,No,535,6,5245,1253,5757,1765,5481,1492,5525,1565,True,none
-1,CHESS2016_N94S_FL12_S__20160421222032.875GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222032.875GMT_THERM-16BIT.PNG,78349.0,Animal,Ringed Seal,100%,No,456,234,4316,1965,4828,2477,4562,2155,4612,2224,True,none
-1,CHESS2016_N94S_FL12_S__20160421222135.563GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222135.563GMT_THERM-16BIT.PNG,78350.0,Duplicate,Ringed Seal,100%,No,595,48,5782,-24,6294,488,6015,212,6087,251,True,none
-1,CHESS2016_N94S_FL12_S__20160421222136.415GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222136.415GMT_THERM-16BIT.PNG,78351.0,Animal,Ringed Seal,100%,No,616,334,6029,2981,6541,3493,6257,3201,6329,3237,True,none
-1,CHESS2016_N94S_FL12_S__20160421222146.726GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222146.726GMT_THERM-16BIT.PNG,78352.0,Animal,Ringed Seal,100%,No,59,244,194,2095,706,2607,430,2317,488,2364,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78353.0,Animal,Ringed Seal,100%,No,97,155,584,1114,1096,1626,832,1278,870,1328,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78354.0,Animal,Ringed Seal,100%,No,252,78,2180,264,2692,776,2407,507,2472,536,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78355.0,Animal,Ringed Seal,100%,No,168,116,1318,674,1830,1186,1546,908,1595,958,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78356.0,Animal,Ringed Seal,100%,No,79,168,394,1229,906,1741,640,1456,683,1520,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78357.0,Animal,Ringed Seal,100%,No,225,86,1904,339,2416,851,2145,565,2176,639,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78358.0,Animal,Ringed Seal,100%,No,275,55,2428,22,2940,534,2655,260,2708,307,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78360.0,Animal,Ringed Seal,100%,No,252,67,2196,144,2708,656,2424,381,2472,434,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78361.0,Animal,Ringed Seal,100%,No,116,145,784,974,1296,1486,1020,1214,1068,1261,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78362.0,Animal,Ringed Seal,100%,No,134,501,589,1123,1101,1635,509,1492,536,1548,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78371.0,Animal,Ringed Seal,100%,No,218,463,1429,577,1941,1089,1655,826,1708,864,True,none
-1,CHESS2016_N94S_FL12_S__20160421222200.197GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78373.0,Animal,Ringed Seal,100%,No,153,494,789,979,1301,1491,846,1409,898,1442,True,none
-1,CHESS2016_N94S_FL12_S__20160421222201.148GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222200.197GMT_THERM-16BIT.PNG,78359.0,Animal,Ringed Seal,100%,No,351,9,3677,3327,4189,3839,3917,3570,3964,3618,True,none
-1,CHESS2016_N94S_FL12_S__20160421222201.148GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78363.0,Duplicate,Ringed Seal,100%,No,292,440,2620,3980,3132,4492,2850,4224,2923,4264,True,none
-1,CHESS2016_N94S_FL12_S__20160421222201.148GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78364.0,Animal,Ringed Seal,100%,No,458,363,4328,3144,4840,3656,4560,3380,4628,3425,True,none
-1,CHESS2016_N94S_FL12_S__20160421222201.148GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78365.0,Animal,Ringed Seal,100%,No,609,284,5917,2293,6429,2805,6130,2526,6195,2579,True,none
-1,CHESS2016_N94S_FL12_S__20160421222201.148GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78368.0,Duplicate,Ringed Seal,100%,No,265,445,2340,4040,2852,4552,2580,4262,2613,4335,True,none
-1,CHESS2016_N94S_FL12_S__20160421222201.148GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78369.0,Duplicate,Ringed Seal,100%,No,317,419,2884,3769,3396,4281,3110,4002,3163,4042,True,none
-1,CHESS2016_N94S_FL12_S__20160421222201.148GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78370.0,Duplicate,Ringed Seal,100%,No,293,429,2636,3866,3148,4378,2876,4095,2912,4161,True,none
-1,CHESS2016_N94S_FL12_S__20160421222201.148GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222201.148GMT_THERM-16BIT.PNG,78372.0,Duplicate,Ringed Seal,100%,No,286,434,2554,3910,3066,4422,2785,4164,2841,4201,True,none
-1,CHESS2016_N94S_FL12_S__20160421222202.748GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222202.748GMT_THERM-16BIT.PNG,78374.0,Animal,Ringed Seal,100%,No,244,152,2066,934,2578,1446,2323,1176,2383,1214,True,none
-1,CHESS2016_N94S_FL12_S__20160421222205.533GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222205.533GMT_THERM-16BIT.PNG,78376.0,Animal,Ringed Seal,100%,No,480,417,4563,3532,5075,4044,4806,3731,4847,3801,True,none
-1,CHESS2016_N94S_FL12_S__20160421222205.533GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222205.533GMT_THERM-16BIT.PNG,78377.0,Animal,Ringed Seal,100%,No,476,81,4505,48,5017,560,4742,282,4778,337,True,none
-1,CHESS2016_N94S_FL12_S__20160421222206.338GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222206.338GMT_THERM-16BIT.PNG,78378.0,Animal,Ringed Seal,100%,No,270,109,2429,527,2941,1039,2622,779,2672,839,True,none
-1,CHESS2016_N94S_FL12_S__20160421222206.338GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222206.338GMT_THERM-16BIT.PNG,78379.0,Animal,Ringed Seal,100%,No,368,90,3387,324,3899,836,3629,579,3696,611,True,none
-1,CHESS2016_N94S_FL12_S__20160421222222.815GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222222.815GMT_THERM-16BIT.PNG,78380.0,Animal,Ringed Seal,100%,No,265,341,2313,2777,2825,3289,2544,2962,2598,3011,True,none
-1,CHESS2016_N94S_FL12_S__20160421222255.641GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222255.641GMT_THERM-16BIT.PNG,78381.0,Animal,Ringed Seal,100%,No,453,228,4279,1885,4791,2397,4510,2138,4575,2177,True,none
-1,CHESS2016_N94S_FL12_S__20160421222451.697GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222451.697GMT_THERM-16BIT.PNG,78383.0,Animal,Ringed Seal,100%,No,332,165,2952,905,3464,1417,3194,1148,3249,1181,True,none
-1,CHESS2016_N94S_FL12_S__20160421222514.676GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222513.862GMT_THERM-16BIT.PNG,78384.0,Animal,Ringed Seal,100%,No,39,11,194,1718,706,2230,452,1903,501,1964,True,none
-1,CHESS2016_N94S_FL12_S__20160421222558.357GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222558.357GMT_THERM-16BIT.PNG,78385.0,Animal,Ringed Seal,100%,No,300,155,2690,1079,3202,1591,2942,1345,3009,1389,True,none
-1,CHESS2016_N94S_FL12_S__20160421222624.319GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222623.566GMT_THERM-16BIT.PNG,78386.0,Animal,Ringed Seal,100%,No,18,185,77,3910,589,4422,323,4174,371,4212,True,none
-1,CHESS2016_N94S_FL12_S__20160421222631.803GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222631.803GMT_THERM-16BIT.PNG,78387.0,Duplicate,Ringed Seal,100%,No,61,91,179,382,691,894,428,602,480,649,True,none
-1,CHESS2016_N94S_FL12_S__20160421222632.836GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222632.836GMT_THERM-16BIT.PNG,78388.0,Animal,Ringed Seal,100%,No,90,419,513,3750,1025,4262,741,3990,799,4039,True,none
-1,CHESS2016_N94S_FL12_S__20160421222738.692GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222738.692GMT_THERM-16BIT.PNG,78389.0,Animal,Ringed Seal,100%,No,383,239,3634,1732,4146,2244,3875,1954,3911,2022,True,none
-1,CHESS2016_N94S_FL12_S__20160421222811.157GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222811.157GMT_THERM-16BIT.PNG,78390.0,Animal,Ringed Seal,100%,No,80,267,876,2168,1388,2680,1110,2382,1138,2439,True,none
-1,CHESS2016_N94S_FL12_S__20160421222811.680GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421222811.680GMT_THERM-16BIT.PNG,78391.0,Duplicate,Ringed Seal,100%,No,15,418,5,3881,517,4393,239,4106,280,4169,True,none
-1,CHESS2016_N94S_FL12_S__20160421223052.137GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223052.137GMT_THERM-16BIT.PNG,78392.0,Duplicate,Ringed Seal,100%,No,479,51,4737,-24,5249,488,4964,222,5011,286,True,none
-1,CHESS2016_N94S_FL12_S__20160421223052.912GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223052.912GMT_THERM-16BIT.PNG,78393.0,Animal,Ringed Seal,100%,No,434,364,4256,3256,4768,3768,4483,3511,4528,3572,True,none
-1,CHESS2016_N94S_FL12_S__20160421223052.912GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223052.912GMT_THERM-16BIT.PNG,78394.0,Animal,Ringed Seal,Likely,No,45,158,166,1188,678,1700,398,1420,433,1478,True,none
-1,CHESS2016_N94S_FL12_S__20160421223052.912GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223052.912GMT_THERM-16BIT.PNG,78395.0,Animal,Ringed Seal,100%,No,594,412,5928,3736,6440,4248,6171,3958,6210,4032,True,none
-1,CHESS2016_N94S_FL12_S__20160421223117.710GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223117.710GMT_THERM-16BIT.PNG,78397.0,Duplicate,Ringed Seal,100%,No,16,390,-140,3532,372,4044,112,3720,150,3778,True,none
-1,CHESS2016_N94S_FL12_S__20160421223148.956GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223148.956GMT_THERM-16BIT.PNG,78398.0,Animal,Ringed Seal,100%,No,319,170,3082,1021,3594,1533,3294,1291,3333,1366,True,none
-1,CHESS2016_N94S_FL12_S__20160421223356.160GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223356.160GMT_THERM-16BIT.PNG,78400.0,Animal,Bearded Seal,100%,No,397,308,3920,2320,4432,2832,4150,2503,4195,2639,True,none
-1,CHESS2016_N94S_FL12_S__20160421223356.160GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223356.160GMT_THERM-16BIT.PNG,78401.0,Animal,Bearded Seal,100%,No,371,262,3634,1819,4146,2331,3868,2033,3931,2158,True,none
-1,CHESS2016_N94S_FL12_S__20160421223453.297GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223453.297GMT_THERM-16BIT.PNG,78403.0,Animal,Ringed Seal,100%,No,578,354,5811,2937,6323,3449,6018,3194,6084,3266,True,none
-1,CHESS2016_N94S_FL12_S__20160421223512.009GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223512.009GMT_THERM-16BIT.PNG,78404.0,Animal,Ringed Seal,100%,No,235,266,2168,2152,2680,2664,2396,2381,2457,2414,True,none
-1,CHESS2016_N94S_FL12_S__20160421223529.292GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223529.292GMT_THERM-16BIT.PNG,78405.0,Animal,Ringed Seal,Likely,No,284,42,2627,-96,3139,416,2865,133,2914,203,True,none
-1,CHESS2016_N94S_FL12_S__20160421223529.292GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_S__20160421223529.292GMT_THERM-16BIT.PNG,78406.0,Animal,Ringed Seal,Likely,No,306,93,2865,397,3377,909,3087,646,3151,704,True,none
